"consensus_lin","EdgeBetweenness","eweight","interaction","name","selected","shared interaction","shared name"
"Lactobacillus_reuteri","73.85185185185185","0.435863864","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Lactobacillus_reuteri","false","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Lactobacillus_reuteri"
"Oscillibacter_sp_1_3","45.775974025974016","0.440370323","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Oscillibacter_sp_1_3","false","interacts with","Firmicutes_bacterium_ASF500 (interacts with) Oscillibacter_sp_1_3"
"Bacteroides_thetaiotaomicron","90.73095238095237","0.442071374","interacts with","Romboutsia_ilealis (interacts with) Bacteroides_thetaiotaomicron","false","interacts with","Romboutsia_ilealis (interacts with) Bacteroides_thetaiotaomicron"
"Dorea_sp_5_2","14.465873015873015","0.508123798","interacts with","Romboutsia_ilealis (interacts with) Dorea_sp_5_2","false","interacts with","Romboutsia_ilealis (interacts with) Dorea_sp_5_2"
"Bacteroides_uniformis","48.147619047619045","0.414905451","interacts with","Dorea_sp_5_2 (interacts with) Bacteroides_uniformis","false","interacts with","Dorea_sp_5_2 (interacts with) Bacteroides_uniformis"
"Bacteroides_uniformis","16.093819719029803","-0.402987785","interacts with","Escherichia_coli (interacts with) Bacteroides_uniformis","false","interacts with","Escherichia_coli (interacts with) Bacteroides_uniformis"
"Desulfovibrionaceae_bacterium","41.803325386098486","-0.606152033","interacts with","Escherichia_coli (interacts with) Desulfovibrionaceae_bacterium","false","interacts with","Escherichia_coli (interacts with) Desulfovibrionaceae_bacterium"
"Helicobacter_cinaedi","33.06235039470333","0.550017023","interacts with","Escherichia_coli (interacts with) Helicobacter_cinaedi","false","interacts with","Escherichia_coli (interacts with) Helicobacter_cinaedi"
"Muribaculaceae_bacterium_DSM_103720","53.99288545254931","-0.449949483","interacts with","Escherichia_coli (interacts with) Muribaculaceae_bacterium_DSM_103720","false","interacts with","Escherichia_coli (interacts with) Muribaculaceae_bacterium_DSM_103720"
"Bifidobacterium_pseudolongum","34.84309386265908","-0.50452766","interacts with","Lachnospiraceae_bacterium_3_2 (interacts with) Bifidobacterium_pseudolongum","false","interacts with","Lachnospiraceae_bacterium_3_2 (interacts with) Bifidobacterium_pseudolongum"
"Clostridium_sp_ASF502","28.327006327006334","0.530722628","interacts with","Lachnospiraceae_bacterium_3_2 (interacts with) Clostridium_sp_ASF502","false","interacts with","Lachnospiraceae_bacterium_3_2 (interacts with) Clostridium_sp_ASF502"
"Lachnospiraceae_bacterium_10_1","20.319899544899545","-0.421689741","interacts with","Lachnospiraceae_bacterium_3_2 (interacts with) Lachnospiraceae_bacterium_10_1","false","interacts with","Lachnospiraceae_bacterium_3_2 (interacts with) Lachnospiraceae_bacterium_10_1"
"Mucispirillum_schaedleri","30.935777145559747","0.50586651","interacts with","Lachnospiraceae_bacterium_3_2 (interacts with) Mucispirillum_schaedleri","false","interacts with","Lachnospiraceae_bacterium_3_2 (interacts with) Mucispirillum_schaedleri"
"Clostridium_sp_ASF502","66.65180375180377","0.602309344","interacts with","Oscillibacter_sp_1_3 (interacts with) Clostridium_sp_ASF502","false","interacts with","Oscillibacter_sp_1_3 (interacts with) Clostridium_sp_ASF502"
"Dorea_sp_5_2","24.32777777777778","0.640971115","interacts with","Oscillibacter_sp_1_3 (interacts with) Dorea_sp_5_2","false","interacts with","Oscillibacter_sp_1_3 (interacts with) Dorea_sp_5_2"
"Dorea_sp_5_2","20.7547619047619","-0.409447713","interacts with","Helicobacter_cinaedi (interacts with) Dorea_sp_5_2","false","interacts with","Helicobacter_cinaedi (interacts with) Dorea_sp_5_2"
"Mucispirillum_schaedleri","99.66314404549698","0.449878534","interacts with","Helicobacter_cinaedi (interacts with) Mucispirillum_schaedleri","false","interacts with","Helicobacter_cinaedi (interacts with) Mucispirillum_schaedleri"
"Romboutsia_ilealis","21.00793650793651","-0.644096064","interacts with","Helicobacter_cinaedi (interacts with) Romboutsia_ilealis","false","interacts with","Helicobacter_cinaedi (interacts with) Romboutsia_ilealis"
"Lachnospiraceae_bacterium_COE1","37.38916638916639","-0.449021338","interacts with","Turicimonas_muris (interacts with) Lachnospiraceae_bacterium_COE1","false","interacts with","Turicimonas_muris (interacts with) Lachnospiraceae_bacterium_COE1"
"Muribaculaceae_bacterium_DSM_103720","70.61083361083358","0.494071132","interacts with","Turicimonas_muris (interacts with) Muribaculaceae_bacterium_DSM_103720","false","interacts with","Turicimonas_muris (interacts with) Muribaculaceae_bacterium_DSM_103720"
"Acetatifactor_muris","0.0",,"interacts with","Acetatifactor_muris (interacts with) Acetatifactor_muris","false","interacts with","Acetatifactor_muris (interacts with) Acetatifactor_muris"
"Acutalibacter_muris","0.0",,"interacts with","Acutalibacter_muris (interacts with) Acutalibacter_muris","false","interacts with","Acutalibacter_muris (interacts with) Acutalibacter_muris"
"Bacteroides_dorei","0.0",,"interacts with","Bacteroides_dorei (interacts with) Bacteroides_dorei","false","interacts with","Bacteroides_dorei (interacts with) Bacteroides_dorei"
"Bacteroides_ovatus","0.0",,"interacts with","Bacteroides_ovatus (interacts with) Bacteroides_ovatus","false","interacts with","Bacteroides_ovatus (interacts with) Bacteroides_ovatus"
"Clostridium_sp_ASF356","0.0",,"interacts with","Clostridium_sp_ASF356 (interacts with) Clostridium_sp_ASF356","false","interacts with","Clostridium_sp_ASF356 (interacts with) Clostridium_sp_ASF356"
"Eubacterium_plexicaudatum","0.0",,"interacts with","Eubacterium_plexicaudatum (interacts with) Eubacterium_plexicaudatum","false","interacts with","Eubacterium_plexicaudatum (interacts with) Eubacterium_plexicaudatum"
"Eubacterium_sp_14_2","0.0",,"interacts with","Eubacterium_sp_14_2 (interacts with) Eubacterium_sp_14_2","false","interacts with","Eubacterium_sp_14_2 (interacts with) Eubacterium_sp_14_2"
"Lachnospiraceae_bacterium_3_1","0.0",,"interacts with","Lachnospiraceae_bacterium_3_1 (interacts with) Lachnospiraceae_bacterium_3_1","false","interacts with","Lachnospiraceae_bacterium_3_1 (interacts with) Lachnospiraceae_bacterium_3_1"
"Lachnospiraceae_bacterium_A2","0.0",,"interacts with","Lachnospiraceae_bacterium_A2 (interacts with) Lachnospiraceae_bacterium_A2","false","interacts with","Lachnospiraceae_bacterium_A2 (interacts with) Lachnospiraceae_bacterium_A2"
"Lachnospiraceae_bacterium_A4","0.0",,"interacts with","Lachnospiraceae_bacterium_A4 (interacts with) Lachnospiraceae_bacterium_A4","false","interacts with","Lachnospiraceae_bacterium_A4 (interacts with) Lachnospiraceae_bacterium_A4"
"Lactobacillus_johnsonii","0.0",,"interacts with","Lactobacillus_johnsonii (interacts with) Lactobacillus_johnsonii","false","interacts with","Lactobacillus_johnsonii (interacts with) Lactobacillus_johnsonii"
"Parasutterella_excrementihominis","0.0",,"interacts with","Parasutterella_excrementihominis (interacts with) Parasutterella_excrementihominis","false","interacts with","Parasutterella_excrementihominis (interacts with) Parasutterella_excrementihominis"
"Prevotella_sp_MGM2","0.0",,"interacts with","Prevotella_sp_MGM2 (interacts with) Prevotella_sp_MGM2","false","interacts with","Prevotella_sp_MGM2 (interacts with) Prevotella_sp_MGM2"
"Proteus_mirabilis","0.0",,"interacts with","Proteus_mirabilis (interacts with) Proteus_mirabilis","false","interacts with","Proteus_mirabilis (interacts with) Proteus_mirabilis"
"Staphylococcus_sciuri","0.0",,"interacts with","Staphylococcus_sciuri (interacts with) Staphylococcus_sciuri","false","interacts with","Staphylococcus_sciuri (interacts with) Staphylococcus_sciuri"
"Acinetobacter_baumannii","0.0",,"interacts with","Acinetobacter_baumannii (interacts with) Acinetobacter_baumannii","false","interacts with","Acinetobacter_baumannii (interacts with) Acinetobacter_baumannii"
"Aerococcaceae_bacterium","0.0",,"interacts with","Aerococcaceae_bacterium (interacts with) Aerococcaceae_bacterium","false","interacts with","Aerococcaceae_bacterium (interacts with) Aerococcaceae_bacterium"
"Bacteroides_xylanisolvens","0.0",,"interacts with","Bacteroides_xylanisolvens (interacts with) Bacteroides_xylanisolvens","false","interacts with","Bacteroides_xylanisolvens (interacts with) Bacteroides_xylanisolvens"
"Clostridium_innocuum","0.0",,"interacts with","Clostridium_innocuum (interacts with) Clostridium_innocuum","false","interacts with","Clostridium_innocuum (interacts with) Clostridium_innocuum"
"Clostridium_symbiosum","0.0",,"interacts with","Clostridium_symbiosum (interacts with) Clostridium_symbiosum","false","interacts with","Clostridium_symbiosum (interacts with) Clostridium_symbiosum"
"Corynebacterium_stationis","0.0",,"interacts with","Corynebacterium_stationis (interacts with) Corynebacterium_stationis","false","interacts with","Corynebacterium_stationis (interacts with) Corynebacterium_stationis"
"Enterobacter_cloacae_complex","0.0",,"interacts with","Enterobacter_cloacae_complex (interacts with) Enterobacter_cloacae_complex","false","interacts with","Enterobacter_cloacae_complex (interacts with) Enterobacter_cloacae_complex"
"Enterococcus_faecalis","0.0",,"interacts with","Enterococcus_faecalis (interacts with) Enterococcus_faecalis","false","interacts with","Enterococcus_faecalis (interacts with) Enterococcus_faecalis"
"Enterococcus_hirae","0.0",,"interacts with","Enterococcus_hirae (interacts with) Enterococcus_hirae","false","interacts with","Enterococcus_hirae (interacts with) Enterococcus_hirae"
"Eubacterium_rectale","0.0",,"interacts with","Eubacterium_rectale (interacts with) Eubacterium_rectale","false","interacts with","Eubacterium_rectale (interacts with) Eubacterium_rectale"
"Helicobacter_magdeburgensis","0.0",,"interacts with","Helicobacter_magdeburgensis (interacts with) Helicobacter_magdeburgensis","false","interacts with","Helicobacter_magdeburgensis (interacts with) Helicobacter_magdeburgensis"
"Jeotgalicoccus_halotolerans","0.0",,"interacts with","Jeotgalicoccus_halotolerans (interacts with) Jeotgalicoccus_halotolerans","false","interacts with","Jeotgalicoccus_halotolerans (interacts with) Jeotgalicoccus_halotolerans"
"Parabacteroides_johnsonii","0.0",,"interacts with","Parabacteroides_johnsonii (interacts with) Parabacteroides_johnsonii","false","interacts with","Parabacteroides_johnsonii (interacts with) Parabacteroides_johnsonii"
"Parabacteroides_merdae","0.0",,"interacts with","Parabacteroides_merdae (interacts with) Parabacteroides_merdae","false","interacts with","Parabacteroides_merdae (interacts with) Parabacteroides_merdae"
"Proteobacteria_bacterium_CAG_139","0.0",,"interacts with","Proteobacteria_bacterium_CAG_139 (interacts with) Proteobacteria_bacterium_CAG_139","false","interacts with","Proteobacteria_bacterium_CAG_139 (interacts with) Proteobacteria_bacterium_CAG_139"
"Ruthenibacterium_lactatiformans","0.0",,"interacts with","Ruthenibacterium_lactatiformans (interacts with) Ruthenibacterium_lactatiformans","false","interacts with","Ruthenibacterium_lactatiformans (interacts with) Ruthenibacterium_lactatiformans"
"Staphylococcus_aureus","0.0",,"interacts with","Staphylococcus_aureus (interacts with) Staphylococcus_aureus","false","interacts with","Staphylococcus_aureus (interacts with) Staphylococcus_aureus"
"Staphylococcus_lentus","0.0",,"interacts with","Staphylococcus_lentus (interacts with) Staphylococcus_lentus","false","interacts with","Staphylococcus_lentus (interacts with) Staphylococcus_lentus"
"Staphylococcus_nepalensis","0.0",,"interacts with","Staphylococcus_nepalensis (interacts with) Staphylococcus_nepalensis","false","interacts with","Staphylococcus_nepalensis (interacts with) Staphylococcus_nepalensis"
"Staphylococcus_vitulinus","0.0",,"interacts with","Staphylococcus_vitulinus (interacts with) Staphylococcus_vitulinus","false","interacts with","Staphylococcus_vitulinus (interacts with) Staphylococcus_vitulinus"
"Staphylococcus_xylosus","0.0",,"interacts with","Staphylococcus_xylosus (interacts with) Staphylococcus_xylosus","false","interacts with","Staphylococcus_xylosus (interacts with) Staphylococcus_xylosus"
